,title,text
450,The Boxer,"

I'm just a poor boy
Though my story's seldom told
I have squadered my resistance
For a pocketful of numbles
Such are promises, all lies and jest
Still a man hears what he wants to hear
And disregards the rest.

When I left my home and family
I was no more than a boy
In the company of strangers
In the quiet of the railway station
Running scared, laying low
Seeking out the poorer quarters
Where the ragged people go
Looking for the places only they would know.

Asking only workman's wages
I come looking for a job
But I get no offers
Just a come-on from the whores on Seventh Avenue
I do declare
There were times when I was so lonesome
I took some comfort there.

Then I'm laying out my winter clothes
And wishing I was gone, going home
Where the New York City winters aren't bleeding me
Leading me
Going home.

In the clearing stands a boxer
And a fighter by his trade
And he carries the reminders
Of every glove that laid him down
And cut him till he cried out
In his anger and his shame
""I am leaving, I am leaving""
But the fighter still ramains.
"
451,Dignity,"

Fat man lookinâ in a blade of steel
Thin man lookinâ at his last meal
Hollow man lookinâ in a cotton field
For dignity

Wise man lookinâ in a blade of grass
Young man lookinâ in the shadows that pass
Poor man lookinâ through painted glass
For dignity

Somebody got murdered on New Yearâs Eve
Somebody said dignity was the first to leave
I went into the city, went into the town
Went into the land of the midnight sun

Searchinâ high, searchinâ low
Searchinâ everywhere I know
Askinâ the cops wherever I go
Have you seen dignity?

Blind man breakinâ out of a trance
Puts both his hands in the pockets of chance
Hopinâ to find one circumstance
Of dignity

I went to the wedding of Mary Lou
She said, âI donât want nobody see me talkinâ to youâ
Said she could get killed if she told me what she knew
About dignity

I went down where the vultures feed
I wouldâve gone deeper, but there wasnât any need
Heard the tongues of angels and the tongues of men
Wasnât any difference to me

Chilly wind sharp as a razor blade
House on fire, debts unpaid
Gonna stand at the window, gonna ask the maid
Have you seen dignity?

Drinkinâ man listens to the voice he hears
In a crowded room full of covered-up mirrors
Lookinâ into the lost forgotten years
For dignity

Met Prince Phillip at the home of the blues
Said heâd give me information if his name wasnât used
He wanted money up front, said he was abused
By dignity

Footprints runninâ âcross the silver sand
Steps goinâ down into tattoo land
I met the sons of darkness and the sons of light
In the bordertowns of despair

Got no place to fade, got no coat
Iâm on the rollinâ river in a jerkinâ boat
Tryinâ to read a note somebody wrote
About dignity

Sick man lookinâ for the doctorâs cure
Lookinâ at his hands for the lines that were
And into every masterpiece of literature
For dignity

Englishman stranded in the blackheart wind
Combinâ his hair back, his future looks thin
Bites the bullet and he looks within
For dignity

Someone showed me a picture and I just laughed
Dignity never been photographed
I went into the red, went into the black
Into the valley of dry bone dreams

So many roads, so much at stake
So many dead ends, Iâm at the edge of the lake
Sometimes I wonder what itâs gonna take
To find dignity
"
452,Positively 4th Street,"

You got a lotta nerve
To say you are my friend
When I was down you just stood there grinning
You got a lotta nerve
To say you got a helping hand to lend
You just want to be on the side that's winning

You say I let you down
You know it's not like that
If you're so hurt why then don't you show it
You say you lost your faith
But that's not where it's at
You had no faith to lose and you know it

I know the reason
That you talk behind my back
I used to be among the crowd you're in with
Do you take me for such a fool
To think I'd make contact
With the one who tries to hide what he don't know to begin with

You see me on the street
You always act surprised
You say, ""How are you? Good luck""
But you don't mean it
When you know as well as me
You'd rather see me paralyzed
Why don't you just come out once and scream it

No, I do not feel that good
When I see the heartbreaks you embrace
If I was a master thief perhaps I'd rob them
And now I know you're dissatisfied
With your position and your place
Don't you understand it's not my problem

I wish that for just one time
You could stand inside my shoes
And just for that one moment I could be you
Yes I wish that for just one time
You could stand inside my shoes
You'd know what a drag it is to see you
"
453,Honey Just Allow Me One More Chance,"

Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
Ah'll do anything with you
Well, I'm a-walkin' down the road
With my head in my hand
I'm lookin' for a woman
Needs a worried man
Just-a one kind favor I ask you
Allow me just-a one more chance

Honey, just allow me one more chance
To ride your aero-plane
Honey, just allow me one more chance
To ride your passenger train
Well, I've been lookin' all over
For a gal like you
I can't find nobody
So you'll have to do
Just-a one kind favor I ask you
Allow me just-a one more chance

Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
Ah'll do anything with you
Well, lookin' for a woman
That ain't got no man
Is just lookin' for a needle
That is lost in the sand
Just-a one kind favor I ask you
Allow me just-a one more chance

Just-a one kind favor I ask you
Allow me just-a one more chance
"
454,That Old Black Magic,"

That old black magic has weaved its spell
That old black magic that you weave so well
Those icy fingers up and down my spine
Same old witchcraft when your eyes meet mine

Same old tingle that I feel inside
And then that elevator starts its ride
And down and down I go, round and round I go
Like a leaf caught in the tide

I should stay away but what can I do?
I hear your name and I'm aflame
Aflame with burning desire
That only your kiss can put out the fire

You're the lover I have waited for
You're the mate that fate had me created for
And every time your lips meet mine

Baby down and down I go, round and round I go
In a spin, loving the spin I'm in
Under that old black magic called love
In a spin, loving the spin I'm in
Under that old black magic called love
In a spin, loving the spin I'm in
Under that old black magic called love

I should stay away but what can I do?
I hear your name and I'm aflame
Aflame with burning desire
That only your kiss can put out the fire

For you're the lover I have waited for
You're the mate that fate had me created for
And every time your lips meet mine

Baby down and down I go, round and round I go
In a spin, loving the spin I'm in
I'm under that old black magic called love
Oh in a spin, loving the spin I'm in
Under that old black magic called love
In a spin, loving the spin I'm in
Under that old black magic called love
Under that old black magic called love
"
455,Living The Blues,"

Since you've been gone
I've been walking around
With my head bowed down to my shoes
I've been living the blues every night without you.

I don't have to go far
To know where you are
Strangers all give me the news
I've been living the blues every night without you.

I think that it's best
I soon get some rest
And forget my pride, but I can't deny
This feeling that I carry for you deep down inside.

If you'd see me this way
You'd come back and you'd stay
Oh, how could you refuse ?
I've been living the blues every night without you.

I think that it's best
I soon get some rest
And forget my pride, but I can't deny
This feeling that I carry for you deep down inside.

If you'd see me this way
You'd come back and you'd stay
Oh, how could you refuse ?
I've been living the blues every night without you.
"
456,"Going, Going, Gone","

I've just reached a place 
Where the willow don't bend
There's not much more to be said 
It's the top of the end
I'm going 
I'm going 
I'm gone.

I'm closing the book 
On the pages and the text
And I don't really care 
Of what happens next
I'm just going 
I'm going 
I'm gone.

I been hanging on threads 
I been playing it straight
Now I've just got to cut loose 
Before it gets late
So I'm going 
I'm going 
I'm gone.

Grandma said, ""Boy, go and follow your heart
And you'll be fine at the end of the line
All that's gold doesn't shine
Don't you and your own true love ever part.""

I been walking the road 
I been living on the edge
Now I've just got to go 
Before I get to the ledge
So I'm going 
I'm just going 
I'm gone.
"
457,Long And Wasted Years,"

It's been such a long, long time
Since we loved each other and our hearts were true
One time, for one brief day, I was the man for you

Last night I heard you talking in your sleep
Saying things you shouldn't say
Oh baby, you just might have to go to jail someday

Is there a place we can go?
Is there anybody we can see?
Maybe, it's the same for you as it is for me

I ain't seen my family in twenty years
That ain't easy to understand
They may be dead by now
I lost track of them after they lost their land

Shake it up baby twist and shout
You know what it's all about
What are you doing out there in the sun anyway?
Don't you know the sun can burn your brains right out?

My enemy crashed into the dust
Stopped dead in his tracks and he lost his lust
He was run down hard and he broke apart
He died in shame he had an iron heart

I wear dark glasses to cover my eyes
There are secrets in them I can't disguise
Come back baby if I ever hurt your feelings I apologize

Two trains running side by side
Forty miles wide, down the eastern line
You don't have to go
I just came to you because your a friend of mine

I think that when my back was turned
The whole world behind me burned
It's been awhile since we walked down that long, long aisle

We cried on that cold and frosty morn
We cried because our souls were torn
So much for tears, so much for these long and wasted years
"
458,Legionnaire's Disease,"

Some say it was radiation, some say there was acid on the microphone
Some say a combination that turned their hearts to stone
But whatever it was, it drove them to their knees
Oh, Legionnaire's disease

I wish I had a dollar for everyone that died within that year
Got 'em hot by the collar, plenty an old maid shed a tear
Now within my heart, it sure put on a squeeze
Oh, that Legionnaire's disease

Granddad fought in a revolutionary war, father in the War of 1812
Uncle fought in Vietnam and then he fought a war all by himself
But whatever it was, it came out of the trees
Oh, that Legionnaire's disease
"
459,Big Yellow Taxi,"

They paved paradise, they put up a parking lot
A pink hotel, a boutique and a swinging hot spot
Don't it always go to show
You never know what you got till it's gone ?
They paved paradise, they put up a parking lot.

They took all the trees, they put them in a tree museum
They charged the people a dollar and a half just to see them
Don't it always go to show
You never know what you got till it's gone ?
They paved paradise, they put up a parking lot.

Hey farmer, farmer, put away that D.D.T
Give me spots on my apples but leave me the birds and the bees, please,
Don't it always go to show
You never know what you got till it's gone ?
They paved paradise, they put up a parking lot.

Late last night I heard my screen door slam
A big yellow taxi took away my old man
Don't it always go to show
You never know what you got till it's gone ?
They paved paradise, they put up a parking lot.
"
460,Red River Shore,"

Some of us turn off the lights and we live
In the moonlight shooting by
Some of us scare ourselves to death in the dark
To be where the angels fly

Pretty maids all in a row lined up
Outside my cabin door
I've never wanted any of 'em wanting me
Except the girl from the Red River shore

Well, I sat by her side and for a while I tried
To make that girl my wife
She gave me her best advice and she said
Go home and lead a quiet life

Well, I been to the east and I been to the west
And I been out where the black winds roar
Somehow though I never did get that far
With the girl from the Red River shore

Well, I knew when I first laid eyes on her
I could never be free
One look at her and I knew right away
She should always be with me

Well, the dream dried up a long time ago
Don't know where it is anymore
True to life, true to me
Was the girl from the Red River shore

Well, I'm wearing the cloak of misery
And I've tasted jilted love
And the frozen smile upon my face
Fits me like a glove

Well, I can't escape from the memory
Of the one I'll always adore
All those nights when I lay in the arms
Of the girl from the Red River shore

Well, we're living in the shadows of a fading past
Trapped in the fires of time
I've tried not to ever hurt anybody
And to stay out of the life of crime

And when it's all been said and done
I never did know the score
One more day is another day away
From the girl from the Red River shore

Well, I'm a stranger here in a strange land
But I know this is where I belong
I'll ramble and gamble for the one I love
And the hills will give me a song

Though nothing looks familiar to me
I know I've stayed here before
Once a thousand nights ago
With the girl from the Red River shore

Well, I went back to see about her once
Went back to straighten it out
Everybody that I talked to had seen us there
Said they didn't know who I was talking about

Well, the sun went down on me a long time ago
I've had to pull back from the door
I wish I could have spent every hour of my life
With the girl from the Red River shore

Now I heard of a guy who lived a long time ago
A man full of sorrow and strife
That if someone around him died and was dead
He knew how to bring 'em on back to life

Well, I don't know what kind of language he used
Or if they do that kind of thing anymore
Sometimes I think nobody ever saw me here at all
Except the girl from the Red River shore
"
461,Hard Times In New York Town,"

Come you ladies and you gentlemen, a-listen to my song
Sing it to you right, but you might think it's wrong
Just a little glimpse of a story I'll tell
'Bout an East Coast city that you all know well
It's hard times in the city
Livin' down in New York town

Old New York City is a friendly old town
From Washington Heights to Harlem on down
There's a-mighty many people all millin' all around
They'll kick you when you're up and knock you when you're down
It's hard times in the city
Livin' down in New York town

It's a mighty long ways from the Golden Gate
To Rockefeller Plaza 'n' the Empire State.
Mister Rockefeller sets up as high as a bird
Old Mister Empire never says a word
It's hard times from the country
Livin' down in New York town

Well, it's up in the mornin' tryin' to find a job of work
Stand in one place till your feet begin to hurt
If you got a lot o' money you can make yourself merry
If you only got a nickel, it's the Staten Island Ferry
And it's hard times in the city
Livin' down in New York town

Mister Hudson come a-sailin' down the stream
And old Mister Minuet paid for his dream
Bought your city on a one-way track
'F I had my way I'd sell it right back
And it's hard times in the city
Livin' down in New York town

I'll take all the smog in Cal-i-for-ne-ay
'N' every bit of dust in the Oklahoma plains
'N' the dirt in the caves of the Rocky Mountain mines
It's all much cleaner than the New York kind
And it's hard times in the city
Livin' down in New York town

So all you newsy people, spread the news around
You c'n listen to m' story, listen to m' song
You c'n step on my name, you c'n try 'n' get me beat
When I leave New York, I'll be standin' on my feet
And it's hard times in the city
Livin' down in New York town
"
462,Let's Stick Together,"

Well, a young marriage vow, you know, it's very sacred
The man put us together, now, you wanna make it
Stick together
Come on, come on, stick together.

You know, you made a vow, not to leave one another, never
Well, ya never miss you water till your well runs dry
Come one, baby, give our love a try, let's stick together
Come on, come on, stick together
We made a vow, not to leave one another, never.

Well, ya never miss your water till your well runs dry
Come one, baby, give our love a try, let's stick together
Come on, come on, stick together
You know, we made a vow, not to leave one another, never.

It might be tough for a while, but consider the child
Cannot be happy without his mom and his pappy
Let's stick together
Come on, come on, stick together
You know, we made a vow, not to leave one another, never.
"
463,Standing In The Doorway,"

I'm a-walkin' through the summer nights
The jukebox playing low
Yesterday everything was goin' too fast
Today it's moving too slow.

I got no place left to turn
I got nothing left to burn
Don't know if I saw you
If I would kiss you or kill you
It probably wouldn't matter to you anyhow
You left me standin' in the doorway cryin'
I got nothing to go back to now.

The light in this place is so bad
Makin' me sick in the head
All the laughter is just makin' me sad
The stars have turned cherry red.

I'm strummin' on my gay guitar
Smokin' a cheap cigar
The ghost of our old love has not gone away
Don't look it like it will any time soon
You left me standin' in the doorway cryin'
Under the midnight moon.

Maybe they'll get me, and maybe they won't
But not tonight and it won't be here
There are things I could say but I don't
I know the mercy of God must be near.

I've been ridin' the midnight train
Got ice water in my vein.

I would be crazy if I took you back
It would go up against every rule
You left me standin' in the doorway cryin'
Sufferin' like a fool.

When the last rays of daylight go down
Buddy you're older or more
I can hear the church bells ringin' in the yard
I wonder who they're ringin' for?

I know I can't win
But my heart just won't give in.

Last night I danced with a stranger
But she just reminded me you were the one.

You left me standin' in the doorway cryin'
In the dark land of the sun.

I'll eat when I'm hungry
Drink when I'm dry
And live my life on the square
And even if the flesh falls off of my face
I know someone will be there to care.

It always meaned so much, even the softest touch.

I see nothin' to be gained by any explanation
There's no words that need to be said
You left me standin' in the doorway cryin'
Blues wrapped around my head.
"
464,Full Moon And Empty Arms,"

Full moon and empty arms
The moon is there for us to share
But where are you?

A night like this
Could weave a memory
And every kiss
Could start a dream for two

Full moon and empty arms
Tonight I'll use the magic moon to wish upon
And next full moon
If my one wish comes true
My empty arms will be filled with you

Full moon and empty arms
Tonight I'll use the magic moon to wish upon
And next full moon
If my one wish comes true
My empty arms will be filled with you
"
465,Got My Mind Made Up,"

Don't ever try to change me 
I been in this thing too long
There's nothing you can say or do 
To make me think I'm wrong
Well I'm going off to Libya 
There's guy I gotta see
He's been living there three years now 
In an oil refinery
I've got my mind made up
I've got my mind made up.

Call your Ma in Talahassee
Tell her her baby's on the line
Tell her not to worry
Everything is gonna be fine
Well I gave you all my money
All my connections too
There ain't nothing in this world girl
You can say I didn't give to you
I've got my mind made up
I've got my mind made up.

You will be alright girl
Someone's watching over you
He won't do nothing to you
Baby that I wouldn't do
Well if you don't want to see me
Look the other way
You don't have to feed me
I ain't your dog that's gone astray
I've got my mind made up
I've got my mind made up.
I've got my mind made up
I've got my mind made up.
I've got my mind made up.
"
466,Shelter From The Storm,"

'Twas in another lifetime one of toil and blood
When blackness was a virtue, the road was full of mud
I came in from the wilderness a creature void of form
""Come in,"" she said
""I'll give you shelter from the storm""

And if I pass this way again you can rest assured
I'll always do my best for her on that I give my word
In a world of steel-eyed death and men who are fighting to be warm
""Come in,"" she said
""I'll give you shelter from the storm""

Not a word was spoke between us there was little risk involved
Everything up to that point had been left unresolved
Try imagining a place where it's always safe and warm
""Come in,"" she said
""I'll give you shelter from the storm""

I was burned out from exhaustion buried in the hail
Poisoned in the bushes and blown out on the trail
Hunted like a crocodile ravaged in the corn
""Come in,"" she said
""I'll give you shelter from the storm""

Suddenly I turned around and she was standing there
With silver bracelets on her wrists and flowers in her hair
She walked up to me so gracefully and took my crown of thorns
""Come in,"" she said
""I'll give you shelter from the storm""

Now there's a wall between us something there's been lost
I took too much for granted, I got my signals crossed
Just to think that it all began on an uneventful morn
""Come in,"" she said
""I'll give you shelter from the storm""

Well the deputy walks on hard nails and the preacher rides a mount
But nothing really matters much it's doom alone that counts
And the one-eyed undertaker he blows a futile horn
""Come in,"" she said
""I'll give you shelter from the storm""

I've heard newborn babies wailing like a mourning dove
And old men with broken teeth stranded without love
Do I understand your question man, is it hopeless and forlorn?
""Come in,"" she said
""I'll give you shelter from the storm""

In a little hilltop village they gambled for my clothes
I bargained for salvation and she gave me a lethal dose
I offered up my innocence, I got repaid with scorn
""Come in,"" she said
""I'll give you shelter from the storm""

Well I'm living in a foreign country but I'm bound to cross the line
Beauty walks a razor's edge someday I'll make it mine
If I could only turn back the clock to when God and her were born
""Come in,"" she said
""I'll give you shelter from the storm""
"
467,Most Likely You Go Your Way And I'll Go Mine,"

You say you love me
And you're thinkin' of me
But you know you could be wrong
You say you told me
That you wanna hold me
But you know you're not that strong
I just can't do what I done before
I just can't beg you any more
I'm gonna let your pass
And I'll go last
Then time will tell just who has fell
And who's been left behind
When you go your way and I go mine.

You say you disturb me
And you don't deserve me
But you know sometimes you lie
You say you're shakin'
And you're always achin'
But you know how hard you try
Sometimes it gets so hard to care
It can't be this way ev'rywhere
And I'm gonna let you pass
Yes, and I'll go last
Then time will tell who has fell
And who's been left behind
When you go your way and I go mine.

The judge, he holds a grudge
He's gonna call on you
But he's badly built
And he walks on stilts
Watch out he don't fall on you.

You say you're sorry
For tellin' stories
That you know I believe are true
You say ya got some
Other kinda lover
And yes, I belive you do
You say my kisses are not like his
But this time I'm not gonna tell you why that is
I'm just gonna let you pass
Yes, and I'll go last
Then time will tell who has fell                    
And who's been left behind
When you go your way and I go mine.
"
468,One More Weekend,"

Slipping and sliding like a weasel on the run
I'm looking good to see you, yeah, we could have some fun
One more weekend, one more weekend with you
One more weekend, one more weekend will do.

Come on down to my ship, honey, ride on deck
We'll fly over the ocean, just like you suspect
One more weekend, one more weekend with you
One more weekend, one more weekend will do.

We'll fly the night away
Hang up the whole next day
Things will be okay 
You wait and see
We'll go to some place unknown 
Leave all the children home
Honey, why not go alone 
Just you and me.

Coming and going like a rabbit in the wood
I'm happy just to see you, yeah, looking so good
One more weekend, one more weekend with you
One more weekend, one more weekend will do, yes you will.

Like a needle in a haystack I'm gonna find you yet
You're the sweetest girl mama that this boy is ever gonna get
One more weekend, one more weekend with you
One more weekend, one more weekend will do.
"
469,Silver Bells,"

Christmas makes you feel emotional
It may bring parties or thoughts devotional
Whatever happens or what may be,
Here is what Christmas time means to me.

City sidewalk, busy sidewalks
Dressed in holiday style.
In the air there's
A feeling of Christmas.

Children laughing, people passing,
Meeting smile after smile,
And on every street corner you'll hear:

Silver bells, silver bells,
It's Christmas time in the city.
Ring-a-ling, hear them ring,
Soon it will be Christmas day.

City street lights,
Even stop lights,
Blink a bright red and green,
As the shoppers rush home
With their treasures.

Hear the snow crunch,
See the kids bunch,
This is Santa's big scene,
And above all this bustle you'll hear:

Silver bells, silver bells,
It's Christmas time in the city.
Ring-a-ling, hear them ring,
Soon it will be Christmas day.
"
470,Lenny Bruce,"

Lenny Bruce is dead but his ghost lives on and on
Never did get any Golden Globe award, never made it to Synanon
He was an outlaw, that's for sure
More of an outlaw than you ever were
Lenny Bruce is gone but his spirit's living on and on.

Maybe he had some problems, maybe some things that he couldn't work out
But he sure was funny and he sure told the truth and he knew what he was talking about
Never robbed any churches nor cut off any babies' heads
He just took the folks in high places and he shined a light in their beds
He's on some other shore, he didn't wanna live anymore.

Lenny Bruce is dead but he didn't commit any crime
He just had the insight to rip off the lid before it's time
I rode with him in a taxi once, only for a mile and a half
Seemed like it took a couple of months
Lenny Bruce moved on and the ones that killed him are gone.

They said that he was sick 'cause he didn't play by the rules
He just showed the wise men of his day to be nothing more than fools
They stamped him and they labeled him like they do with pants and shirts
He fought a war on a battlefield where every victory hurts
Lenny Bruce was bad, he was the brother that you never had.
"
471,They Killed Him,"

There was a man named Hatma Gandi
He would not bow down he would not fight
He knew the deal was down and dirty
And nothing wrong could make it right away
But he knew his duty and the prize he had to pay
Just another holy man who tried to be a friend
My God, they killed him.

Another man from Atlanta, Georgia
By name of Martin Luther King
He shook the land like the rolling thunder
And made the bells of freedom ring today
With a dream of beauty that they could not burn away
Just another holy man who dared to make a stand
My God, they killed him.

The only Son of God Almighty
The holy one called Jesus Christ
He healed the lame and fed the hungry
And for his love they took his life away
On the road to glory where the story never ends
Just the holy Son of Man we'll never understand
My God, they killed him.

There was a man named Mahatma Gandi
A man named Martin Luther King
The only Son of God Almighty
The only one called Jesus Christ
On the road to glory where the story never ends
Just the holy Son of Man we'll never understand
My God, they killed him.

There was a man named Mahatma Gandi
A man named Martin Luther King
The only Son of God Almighty
The only one called Jesus Christ
On the road to glory where the story never ends
Just the holy Son of Man we'll never understand
My God, they killed him.
"
472,Foot Of Pride,"

Like the lion tears the flesh off of a man
So can a woman who passes herself off as a male
They sang âDanny Boyâ at his funeral and the Lord's Prayer
Preacher talking 'bout Christ betrayed
It's like the earth just opened and swallowed him up
He reached too high, was thrown back to the ground
You know what they say about bein' nice to the right people on the way up
Sooner or later you gonna meet them comin' down

Well, there ain't no goin' back
When your foot of pride come down
Ain't no goin' back

Hear ya got a brother named James, don't forget faces or names
Sunken cheeks and his blood is mixed
He looked straight into the sun and said revenge is mine
But he drinks, and drinks can be fixed
Sing me one more song, about ya love me to the moon and the stranger
And your fall-by-the sword love affair with Errol Flynn
In these times of compassion when conformity's in fashion
Say one more stupid thing to me before the final nail is driven in.

Well, there ain't no goin' back
When your foot of pride come down
Ain't no goin' back

There's a retired businessman named Red
Cast down from heaven and he's out of his head
He feeds off of everyone that he can touch
He said he only deals in cash or sells tickets to a plane crash
He's not somebody that you play around with much
Miss Delilah is his, a Phillistine is what she is
She'll do wondrous works with your fate, feed you coconut bread,
spice buns in your bed
If you don't mind sleepin' with your head face down in a grave

Well, there ain't no goin' back
When your foot of pride come down
Ain't no goin' back

Well, they'll choose a man for you to meet tonight
You'll play the fool and learn how to walk through doors
How to enter into the gates of paradise
No, how to carry a burden too heavy to be yours
Yeah, from the stage they'll be tryin' to get water outta rocks
A whore will pass the hat, collect a hundred grand and say thanks
They like to take all this money from sin, build big universities to study in
Sing âAmazing Graceâ all the way to the Swiss banks

Well, there ain't no goin' back
When your foot of pride come down
Ain't no goin' back

They got some beautiful people out there, man
They can be a terror to your mind and show you how to hold your tongue
They got mystery written all over their forehead
They kill babies in the crib and say only the good die young
They don't believe in mercy
Judgement on them is something that you'll never see
They can exalt you up or bring you down main route
Turn you into anything that they want you to be

Well, there ain't no goin' back
When your foot of pride come down
Ain't no goin' back

Yes, I guess I loved him too
I can still see him in my mind climbin' that hill
Did he make it to the top, well he probably did and dropped
Struck down by the strength of the will
Ain't nothin' left here partner, just the dust of a plague
that has left this whole town afraid
From now on, this'll be where you're from
Let the dead bury the dead. Your time will come
Let hot iron blow as he raised the shade

Well, there ain't no goin' back
When your foot of pride come down
Ain't no goin' back
"
473,I Could Have Told You,"

I could have told you
She'd hurt you
She'd love you a while
Then desert you
If only you'd asked
I could have told you so

I could have saved you
Some crying
Yes, I could have told you she's lying
But you were in love
And didn't want to know

I hear her now
As I toss and turn and try to sleep
I hear her now
Making promises she'll never keep
And soon it's over and done with
She'll find someone new to have fun with
Through all of my tears
I could have told you so

I hear her now
As I toss and turn and try to sleep
I hear her now
Making promises she'll never keep
And soon it's over and done with
She'll find someone new to have fun with
Through all of my tears
I could have told you so
"
474,Stay With Me,"

Should my heart not be humble
Should my eyes fail to see
Should my feet sometimes stumble
On the way, stay with me

Like the lamb that in springtime
Wanders far from the fold
Comes the darkness and the frost
I get lost
I grow cold

I grow cold, I grow weary
And I know I have sinned
And I go, seeking shelter
And I cry in the wind
Though I grope and I blunder
And I'm weak and I'm wrong

Though the road buckles under
Where I walk, walk along
Till I find to my wonder
Every path leads to Thee
All that I can do is pray
Stay with me
Stay with me
"
475,Solid Rock,"

Well, I'm hanging on to a solid rock
Made before the foundation of the world
And won't let go, and I can't let go, won't let go
And I can't let go, won't let go, and I can't let go no more.

For me He was chastised, for me He was hated
For me He was rejected by a world that He created
Nations are angry, coursed are some
People are expecting a false peace to come.

Well, I'm hanging on to a solid rock
Made before the foundation of the world
And won't let go, and I can't let go, won't let go
And I can't let go, won't let go, and I can't let go no more.

It's the ways of the flesh to war against the spirit
Twenty-four hours a day you can feel it and you can hear it
Using all the devices under the sun
And He never give up 'til the battle's lost or won.

Well, I'm hanging on to a solid rock
Made before the foundation of the world
And won't let go, and I can't let go, won't let go
And I can't let go, won't let go, and I can't let go no more.
"
476,I Forgot More Than You'll Ever Know,"

I forgot more than you'll ever know about her.

You think you know the smile on her lips
The thrill and the touch of her fingertips
But I forgot more than you'll ever know about her.

You think you'll find heaven of bliss
In each caress, in each tender kiss
But I forgot more than you'll ever know about her.

You stole her love from me one day
You didn't care, oh, it hurt me
But you can never steal away memories of what used to be.

You think she's yours, to have and to hold
Someday you'll learn, when her love grows cold
But I forgot more than you'll ever know about her.
"
477,Ninety Miles An Hour,"

I took you home from a party and we kissed in fun
A few stolen kisses and no harm was done
Instead of stopping when we could we went right on 
Till suddenly we found that the brakes were gone.

You belong to someone else, and I do too
It's just crazy bein' here with you
As a bad motorcycle with the devil in the seat
Going ninety miles an hour down a dead end street
Ninety miles an hour down a dead end street.

I didn't want to want you, but now I have no choice
It's too late to listen to that warning voice
All I hear is thunder of two hearts beat
Going ninety miles an hour down a dead end street
Ninety miles an hour down a dead end street.

You're not free to belong to me
And you know I could never be your own
Your lips on mine are like a sweet, sweet wine
But we're heading for a wall of stone.

Warning signs are flashing ev'ry where, but we pay no heed
'Stead of slowing down the place, we keep a pickin' up speed
Disaster's getting closer ev'ry time we meet
Going ninety miles an hour down a dead end street
Yeah, ninety miles an hour down a dead end street
Well, ninety miles an hour down a dead end street.
"
478,It's All Good,"

Talk about me babe, if you must.
Throw out the dirt; pile on the dust.
I'd do the same thing if I could
You know what they say? They say it's all good.
All good.
It's all good.

Big politician telling lies;
Restaurant kitchen all full of flies.
Don't make a bit of difference; don't see why it should.
But it's alright, cause its all good.
Its all good.
Its all good.

Wives are leavin' their husbands; they're beginning to roam.
They leave the party and they never get home.
I wouldn't change it even if I could
You know what they say, man, it's all good.
It's all good.
All good.

Brick by brick, they tear you down.
A teacup of water is enough to drown.
You oughta know, if they could, they would
Whatever goin' down, it's all good.

All good.
Said it's all good.

People in the country, People on the land.
Some of them so sick they can hardly stand.
Everybody would move away if they could
Its hard to believe but its all good.
Yeah...

Well widows cry; the orphans plea.
Everywhere you look there's more misery.
Come along with me babe, I wish you would.
You know what I'm sayin', it's all good.

All good.
I said it's all good.
All good.

Cold blooded killer stomp into town
Cop car's blinkin', something bad goin' down.
Buildings are crumblin, in the neighborhood.
But there's nothing to worry about, cause it's all good.
It's all good.
I say it's all good.

Gonna whistle and blow it in your face.
This time tomorrow I'll be rollin' in your place.
I wouldn't change a thing even if I could.
You know what they say?
They say it's all good.
It's all good.
It's all good.
"
479,Not Dark Yet,"

Shadows are fallin' and I've been here all day
It's too hot to sleep and time is runnin' away
Feel like my soul has turned into steel
I've still got the scars that the sun didn't heal
There's not even room enough to be anywhere
It's not dark yet but it's gettin' there.

Well, my sense of humanity has gone down the drain
Behind every beautiful thing there's been some kind of pain
She wrote me a letter and she wrote it so kind
She put down in writin' what was in her mind
I just don't see why I should even care
It's not dark yet but it's gettin' there.

Well, I've been to London and I been to gay Paris
I've followed the river and I got to the sea
I've been down on the bottom of the world full of lies
I ain't lookin' for nothin' in anyone's eyes
Sometimes my burden is more than I can bear
It's not dark yet but it's gettin' there.

I was born here and I'll die here against my will
I know it looks like I'm movin' but I'm standin' still
Every nerve in my body is so naked and numb
I can't even remember what it was I came here to get away from
Don't even hear the murmur of a prayer
It's not dark yet but it's gettin' there.
"
480,Meet Me In The Morning,"

Meet me in the morning 56th and Wabasha
Meet me in the morning 56th and Wabasha
Honey we could be in Kansas
By time the snow begins to thaw.

They say the darkest hour is right before the dawn
They say the darkest hour is right before the dawn
But you wouldn't know it by me
Every day's been darkness since you been gone.

Little rooster crowing there must be something on his mind
Little rooster crowing there must be something on his mind
Well I feel just like that rooster
Honey ya treat me so unkind.

Well I struggled through barbed wire felt the hail fall from above
Well I struggled through barbed wire felt the hail fall from above
Well you know I even outran the hound dogs
Honey you know I've earned your love.

Look at the sun sinking like a ship
Look at the sun sinking like a ship
Ain't that just like my heart babe
When you kissed my lips ?
"
